Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[read1 file]	Comment[read2 file]	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
Sample 2	ERS7007750	SAMEA9273529	Homo sapiens	sample2	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 2	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample2_S8_L001	group 2	sequencing assay	ERX5768854	UC-2915-Sample2_S8_L001_R1_001.fastq.gz	UC-2915-Sample2_S8_L001_R1_001.fastq.gz	ERR6131702	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131702/ERR6131702_1.fastq.gzUC-2915-Sample2_S8_L001_R1_001.fastq.gz	UC-2915-Sample2_S8_L001_R1_001.fastq.gz	UC-2915-Sample2_S8_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 2	ERS7007750	SAMEA9273529	Homo sapiens	sample2	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 2	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample2_S8_L001	group 2	sequencing assay	ERX5768854	UC-2915-Sample2_S8_L001_R2_001.fastq.gz	UC-2915-Sample2_S8_L001_R2_001.fastq.gz	ERR6131702	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131702/ERR6131702_2.fastq.gzUC-2915-Sample2_S8_L001_R2_001.fastq.gz	UC-2915-Sample2_S8_L001_R1_001.fastq.gz	UC-2915-Sample2_S8_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 2	ERS7007750	SAMEA9273529	Homo sapiens	sample2	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 2	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample2_S8_L002	group 2	sequencing assay	ERX5768854	UC-2915-Sample2_S8_L002_R1_001.fastq.gz	UC-2915-Sample2_S8_L002_R1_001.fastq.gz	ERR6131703	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131703/ERR6131703_1.fastq.gzUC-2915-Sample2_S8_L002_R1_001.fastq.gz	UC-2915-Sample2_S8_L002_R1_001.fastq.gz	UC-2915-Sample2_S8_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 2	ERS7007750	SAMEA9273529	Homo sapiens	sample2	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 2	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample2_S8_L002	group 2	sequencing assay	ERX5768854	UC-2915-Sample2_S8_L002_R2_001.fastq.gz	UC-2915-Sample2_S8_L002_R2_001.fastq.gz	ERR6131703	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131703/ERR6131703_2.fastq.gzUC-2915-Sample2_S8_L002_R2_001.fastq.gz	UC-2915-Sample2_S8_L002_R1_001.fastq.gz	UC-2915-Sample2_S8_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S10_L001	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S10_L001_R1_001.fastq.gz	UC-2915-Sample3_S10_L001_R1_001.fastq.gz	ERR6131704	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131704/ERR6131704_1.fastq.gzUC-2915-Sample3_S10_L001_R1_001.fastq.gz	UC-2915-Sample3_S10_L001_R1_001.fastq.gz	UC-2915-Sample3_S10_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S10_L001	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S10_L001_R2_001.fastq.gz	UC-2915-Sample3_S10_L001_R2_001.fastq.gz	ERR6131704	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131704/ERR6131704_2.fastq.gzUC-2915-Sample3_S10_L001_R2_001.fastq.gz	UC-2915-Sample3_S10_L001_R1_001.fastq.gz	UC-2915-Sample3_S10_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S10_L002	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S10_L002_R1_001.fastq.gz	UC-2915-Sample3_S10_L002_R1_001.fastq.gz	ERR6131705	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131705/ERR6131705_1.fastq.gzUC-2915-Sample3_S10_L002_R1_001.fastq.gz	UC-2915-Sample3_S10_L002_R1_001.fastq.gz	UC-2915-Sample3_S10_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S10_L002	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S10_L002_R2_001.fastq.gz	UC-2915-Sample3_S10_L002_R2_001.fastq.gz	ERR6131705	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131705/ERR6131705_2.fastq.gzUC-2915-Sample3_S10_L002_R2_001.fastq.gz	UC-2915-Sample3_S10_L002_R1_001.fastq.gz	UC-2915-Sample3_S10_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S11_L001	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S11_L001_R1_001.fastq.gz	UC-2915-Sample3_S11_L001_R1_001.fastq.gz	ERR6131706	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131706/ERR6131706_1.fastq.gzUC-2915-Sample3_S11_L001_R1_001.fastq.gz	UC-2915-Sample3_S11_L001_R1_001.fastq.gz	UC-2915-Sample3_S11_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S11_L001	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S11_L001_R2_001.fastq.gz	UC-2915-Sample3_S11_L001_R2_001.fastq.gz	ERR6131706	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131706/ERR6131706_2.fastq.gzUC-2915-Sample3_S11_L001_R2_001.fastq.gz	UC-2915-Sample3_S11_L001_R1_001.fastq.gz	UC-2915-Sample3_S11_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S11_L002	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S11_L002_R1_001.fastq.gz	UC-2915-Sample3_S11_L002_R1_001.fastq.gz	ERR6131707	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131707/ERR6131707_1.fastq.gzUC-2915-Sample3_S11_L002_R1_001.fastq.gz	UC-2915-Sample3_S11_L002_R1_001.fastq.gz	UC-2915-Sample3_S11_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S11_L002	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S11_L002_R2_001.fastq.gz	UC-2915-Sample3_S11_L002_R2_001.fastq.gz	ERR6131707	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131707/ERR6131707_2.fastq.gzUC-2915-Sample3_S11_L002_R2_001.fastq.gz	UC-2915-Sample3_S11_L002_R1_001.fastq.gz	UC-2915-Sample3_S11_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S12_L001	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S12_L001_R1_001.fastq.gz	UC-2915-Sample3_S12_L001_R1_001.fastq.gz	ERR6131708	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131708/ERR6131708_1.fastq.gzUC-2915-Sample3_S12_L001_R1_001.fastq.gz	UC-2915-Sample3_S12_L001_R1_001.fastq.gz	UC-2915-Sample3_S12_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S12_L001	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S12_L001_R2_001.fastq.gz	UC-2915-Sample3_S12_L001_R2_001.fastq.gz	ERR6131708	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131708/ERR6131708_2.fastq.gzUC-2915-Sample3_S12_L001_R2_001.fastq.gz	UC-2915-Sample3_S12_L001_R1_001.fastq.gz	UC-2915-Sample3_S12_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S12_L002	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S12_L002_R1_001.fastq.gz	UC-2915-Sample3_S12_L002_R1_001.fastq.gz	ERR6131709	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131709/ERR6131709_1.fastq.gzUC-2915-Sample3_S12_L002_R1_001.fastq.gz	UC-2915-Sample3_S12_L002_R1_001.fastq.gz	UC-2915-Sample3_S12_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S12_L002	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S12_L002_R2_001.fastq.gz	UC-2915-Sample3_S12_L002_R2_001.fastq.gz	ERR6131709	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131709/ERR6131709_2.fastq.gzUC-2915-Sample3_S12_L002_R2_001.fastq.gz	UC-2915-Sample3_S12_L002_R1_001.fastq.gz	UC-2915-Sample3_S12_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S9_L001	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S9_L001_R1_001.fastq.gz	UC-2915-Sample3_S9_L001_R1_001.fastq.gz	ERR6131710	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131710/ERR6131710_1.fastq.gzUC-2915-Sample3_S9_L001_R1_001.fastq.gz	UC-2915-Sample3_S9_L001_R1_001.fastq.gz	UC-2915-Sample3_S9_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S9_L001	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S9_L001_R2_001.fastq.gz	UC-2915-Sample3_S9_L001_R2_001.fastq.gz	ERR6131710	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131710/ERR6131710_2.fastq.gzUC-2915-Sample3_S9_L001_R2_001.fastq.gz	UC-2915-Sample3_S9_L001_R1_001.fastq.gz	UC-2915-Sample3_S9_L001_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S9_L002	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S9_L002_R1_001.fastq.gz	UC-2915-Sample3_S9_L002_R1_001.fastq.gz	ERR6131711	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131711/ERR6131711_1.fastq.gzUC-2915-Sample3_S9_L002_R1_001.fastq.gz	UC-2915-Sample3_S9_L002_R1_001.fastq.gz	UC-2915-Sample3_S9_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 3	ERS7007751	SAMEA9273530	Homo sapiens	sample3	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample3_S9_L002	group 3	sequencing assay	ERX5768855	UC-2915-Sample3_S9_L002_R2_001.fastq.gz	UC-2915-Sample3_S9_L002_R2_001.fastq.gz	ERR6131711	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131711/ERR6131711_2.fastq.gzUC-2915-Sample3_S9_L002_R2_001.fastq.gz	UC-2915-Sample3_S9_L002_R1_001.fastq.gz	UC-2915-Sample3_S9_L002_R2_001.fastq.gz	7	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S13_L001	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S13_L001_R1_001.fastq.gz	UC-2915-Sample4_S13_L001_R1_001.fastq.gz	ERR6131712	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131712/ERR6131712_1.fastq.gzUC-2915-Sample4_S13_L001_R1_001.fastq.gz	UC-2915-Sample4_S13_L001_R1_001.fastq.gz	UC-2915-Sample4_S13_L001_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S13_L001	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S13_L001_R2_001.fastq.gz	UC-2915-Sample4_S13_L001_R2_001.fastq.gz	ERR6131712	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131712/ERR6131712_2.fastq.gzUC-2915-Sample4_S13_L001_R2_001.fastq.gz	UC-2915-Sample4_S13_L001_R1_001.fastq.gz	UC-2915-Sample4_S13_L001_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S13_L002	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S13_L002_R1_001.fastq.gz	UC-2915-Sample4_S13_L002_R1_001.fastq.gz	ERR6131713	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131713/ERR6131713_1.fastq.gzUC-2915-Sample4_S13_L002_R1_001.fastq.gz	UC-2915-Sample4_S13_L002_R1_001.fastq.gz	UC-2915-Sample4_S13_L002_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S13_L002	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S13_L002_R2_001.fastq.gz	UC-2915-Sample4_S13_L002_R2_001.fastq.gz	ERR6131713	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131713/ERR6131713_2.fastq.gzUC-2915-Sample4_S13_L002_R2_001.fastq.gz	UC-2915-Sample4_S13_L002_R1_001.fastq.gz	UC-2915-Sample4_S13_L002_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S14_L001	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S14_L001_R1_001.fastq.gz	UC-2915-Sample4_S14_L001_R1_001.fastq.gz	ERR6131714	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131714/ERR6131714_1.fastq.gzUC-2915-Sample4_S14_L001_R1_001.fastq.gz	UC-2915-Sample4_S14_L001_R1_001.fastq.gz	UC-2915-Sample4_S14_L001_R2_001.fastq.gz	0	day	EFO	UO_0000033
